ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
Warranty problem,i bought earphones 6months ago one side earphones working i didnt expect company like jbl i dont know contact warranty issue,1,JBL T110BT,3,0.618,"['earphone', 'side', 'earphone', 'company', 'jbl', 'contact', 'warranty', 'issue']",device ear issue month phone product service time warranty year
Hopeless product.,most hopeless product beginning headphones turned sweet battery back even 1 hr continuous use 15 months problems battery chargenow even get started 6 hrs charging,1,JBL T110BT,0,0.662,"['product', 'headphone', 'battery', 'use', 'month', 'problem', 'battery', 'chargenow', 'hrs']",battery call day hour life money music product quality use
Poor quality product,its hardly 4months since i purchased item left earpiece started faulty entirely damaged even completing 4 months usage honestly durability sucks,1,JBL T110BT,4,0.686,"['item', 'earpiece', 'month', 'durability', 'suck']",button cable earphone month side speaker use volume wire work
Not worth so much money.,1st day review sound good but gets disconnected u start playing video youtube vlc games also heard hands freelets see performs,2,JBL T110BT,0,0.637,"['day', 'review', 'start', 'video', 'youtube', 'game', 'hand', 'freelet']",battery call day hour life money music product quality use
Three Stars,normal inear wireless setbass actually sound pretybut aggressivepeoples loves normal sound output buy thisproduct,3,JBL T110BT,1,0.743,"['inear', 'setbass', 'aggressivepeople', 'output', 'thisproduct']",bass cancellation clarity earphone headphone music noise quality sound voice
SOUND QUALITY IS WORST,first two months works fine sound coming one speaker quality also bad really expected jbl kindly provide alternative 2 months since using,1,JBL T110BT,4,0.447,"['month', 'sound', 'speaker', 'quality', 'jbl', 'month']",button cable earphone month side speaker use volume wire work
Background Noise cancellation not good,background noise cancellation good apart bass also good one earphone boat cheaper better sound quality,3,JBL T110BT,1,0.913,"['background', 'noise', 'cancellation', 'good', 'bass', 'earphone', 'boat', 'quality']",bass cancellation clarity earphone headphone music noise quality sound voice
Fits in well and have clarity of sound.,excellent bass good bluetooth earphones clear sound even reasonable distance,4,JBL T110BT,1,0.489,"['bass', 'earphone', 'distance']",bass cancellation clarity earphone headphone music noise quality sound voice
Not worth the money invested.,the quality sound calls goodthere lag voice clear u speak low voicealso design good coz wire keeps hanging around doesnt look nice not happy product,2,JBL T110BT,0,0.357,"['quality', 'sound', 'lag', 'voice', 'coz', 'wire', 'product']",battery call day hour life money music product quality use
Poor Quality and Service,it bad productone ear phone working also broked piecesthey mentioned warranty wont get easilycustomer support responding properly,1,JBL T110BT,3,0.689,"['productone', 'ear', 'phone', 'working', 'warranty', 'easilycustomer', 'support']",device ear issue month phone product service time warranty year
Like fair enough for the price but not that heavy ...,worth price mark like fair enough price heavy bass expected as per bluetooth earplug price bad,3,JBL T110BT,2,0.659,"['price', 'mark', 'price', 'bass', 'earplug', 'price']",base bass brand durability earphone jbl price quality range sound
Awesome Sound Quality,on proper charge stand hour approx works great far the noise cancellation pretty good have issues connecting lenovo gionee mobiles works pretty good samsung,5,JBL T110BT,1,0.388,"['charge', 'hour', 'noise', 'cancellation', 'issue', 'gionee', 'mobile', 'samsung']",bass cancellation clarity earphone headphone music noise quality sound voice
Cheap for a wireless earphone but not worth buying.,sound quality decent the product build poor without much use buttons came battery life excellent 6hrs overall average recommend buy pair wired earphones,2,JBL T110BT,0,0.635,"['quality', 'product', 'use', 'button', 'battery', 'life', 'recommend', 'pair', 'earphone']",battery call day hour life money music product quality use
Battery life is poor,i bought similar product month august 2018 working fine however particular product already giving trouble battery getting drained within hour active play,1,JBL T110BT,0,0.667,"['product', 'month', 'product', 'trouble', 'battery', 'hour', 'play']",battery call day hour life money music product quality use
"Not good for money, no value",headphone started showing original face one day purchase there harsh sound coming sound loud harsh,2,JBL T110BT,1,0.349,"['headphone', 'face', 'day', 'purchase', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
Not Good,do buy regret buyreturn 2 days i sure work even month,2,JBL T110BT,0,0.332,"['regret', 'buyreturn', 'day', 'month']",battery call day hour life money music product quality use
awesome,all negative reviews wasteits really superbi hesitated buy seeing negative reviews really awesome yo surely buy product take negative reviews,5,JBL T110BT,0,0.888,"['review', 'buy', 'review', 'product', 'review']",battery call day hour life money music product quality use
JBL T110BT does not live up to the Standard,earbuds comfortable sound quality also mark two months usage left side earpiece stopped working experienced discomfort ears listening music twenty minutes,1,JBL T110BT,4,0.385,"['sound', 'quality', 'month', 'usage', 'side', 'earpiece', 'discomfort', 'ear', 'music', 'minute']",button cable earphone month side speaker use volume wire work
Does not working properly after two months,so worried durabilitydoes work nowgive suggestions manufacturing warranty one year how i replacement,1,JBL T110BT,3,0.621,"['durabilitydoe', 'suggestion', 'warranty', 'year', 'replacement']",device ear issue month phone product service time warranty year
"sound quality good, but battery backup is not so good",worked well one month later charging light didnt glow charging battery backup also started drop ive sent product service center replacement warranty,2,JBL T110BT,3,0.682,"['month', 'light', 'battery', 'backup', 'drop', 'product', 'service', 'center', 'replacement', 'warranty']",device ear issue month phone product service time warranty year
Poor Product,very poor product coz purchase 2 mths battery backup suddenly dropped giving 10 mins also so i request everyone go product,1,JBL T110BT,0,0.917,"['product', 'coz', 'purchase', 'mth', 'battery', 'backup', 'min', 'product']",battery call day hour life money music product quality use
Mike poor quality,within six months call receiving mike malfunctioned bought jbl brand completely deceived,1,JBL T110BT,2,0.391,"['month', 'brand']",base bass brand durability earphone jbl price quality range sound
Disappointed with No Bass,litrly good enoughreally good mentions product information also hoghly dissatisfied disappointed zero bass written box like best bassthats i returning earphones,1,JBL T110BT,3,0.675,"['mention', 'product', 'information', 'bass', 'box', 'bassthat', 'earphone']",device ear issue month phone product service time warranty year
Best of class,worth buy only one issues dont support google assistant directly buttonbut still dont want facility worth,5,JBL T110BT,1,0.41,"['issue', 'assistant', 'facility']",bass cancellation clarity earphone headphone music noise quality sound voice
Owssssssmmmmmmm,great sound quality,5,JBL T110BT,2,0.571,['quality'],base bass brand durability earphone jbl price quality range sound
Bad ergonomics,the controls pads battery pads big bluetooth light striking not comfortable runningexercising rest sound clarity acceptablego cloth material wire,2,JBL T110BT,1,0.394,"['control', 'battery', 'pad', 'light', 'rest', 'sound', 'clarity', 'wire']",bass cancellation clarity earphone headphone music noise quality sound voice
Lots of static while driving,wen ur driving n listen ing derz lot static sometimes dats major problem dis product,3,JBL T110BT,0,0.831,"['derz', 'lot', 'static', 'problem', 'dis', 'product']",battery call day hour life money music product quality use
good product only.,good fit properly earin calling voice comes blour poor u use moibile earspeakerfor music good battery backup 3 hourgood think fast charging,4,JBL T110BT,0,0.754,"['fit', 'voice', 'music', 'battery', 'backup', 'hourgood']",battery call day hour life money music product quality use
Best buy from Harman Audio,the name enough using flawlessly year battery backup 56hrs music playback,5,JBL T110BT,0,0.447,"['name', 'year', 'battery', 'music']",battery call day hour life money music product quality use
